sep=;
Variable;Function;Access;Process;Data races;Shared variable;Byte offset;Location
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownload;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264284.77-98
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownload;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264300.8-28
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownload;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264326.81-101
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownloadMax;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264359.83-104
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownloadMax;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264365.6-26
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownloadNext;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264397.85-106
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdDownloadNext;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264411.33-53
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_StoreCommand;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264458.99-122
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_StoreCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264458.127-149
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_StoreCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264458.160-182
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_StoreCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:264459.52-72
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdGetCalPage;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264561.81-102
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdSetCalPage;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264814.81-102
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdSetDaqListMode;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264872.89-110
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdSetDaqPtr;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:264994.79-100
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdSetMta;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265077.73-94
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdShortDownload;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265112.89-110
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdShortDownload;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:265118.81-101
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdShortUpload;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265314.83-104
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_DaqStartStopDaqList___1750;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265685.93-114
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdStartStopDaqList;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265754.93-114
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdStartStopSynch;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:265946.89-110
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdUpload;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266133.73-94
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdWriteDaq;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266411.77-98
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdWriteDaqMultiple;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266478.93-114
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdWriteDaqMultiple;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:266495.45-65
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_CmdWriteDaqMultiple;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266531.78-99
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_ReceiveCommand;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266634.37-61
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_ReceiveCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:266646.10-33
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_ReceiveCommand;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:266666.22-46
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_ReceiveCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:266666.57-82
"XcpPacket@Xcp_Background_Tasks___1707@""ALL_bc_with_context.c""";Xcp_ReceiveCommand;read;Process 42;no;no;[4,5];ALL_bc_with_context.c:266666.95-120
XcpEvPacket@Xcp_SendEv_Code;rba_BswSrv_MemCopy8___1770;read;Process 42;no;no;all;ALL_bc_with_context.c:589353.38-71
XcpEvPacket@Xcp_SendEv_Code;Xcp_SendEv;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:589380.49-76
XcpEvPacket@Xcp_SendEv_Code;Xcp_SendEv;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:589381.109-138
XcpEvPacket@Xcp_SendEv_Code;Xcp_SendEv;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:589392.42-69
XcpEvPacket@Xcp_SendEv_Code;Xcp_SendEv;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:589406.55-82
"XcpAppl_stActvn___3724@""ALL_bc_with_context.c""";XcpAppl_Actvn_Ini;read;main-process;no;no;all;ALL_bc_with_context.c:588938.5-27
"XcpAppl_stActvn___3724@""ALL_bc_with_context.c""";XcpAppl_Actvn_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:588895.4-26
"XcpAppl_stActvn___3724@""ALL_bc_with_context.c""";XcpAppl_Actvn_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:588916.4-26
"XcpAppl_stActvn___3724@""ALL_bc_with_context.c""";XcpAppl_Actvn_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:588923.4-26
"XcpAppl_stActvn___3724@""ALL_bc_with_context.c""";XcpAppl_Actvn_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:588929.3-25
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_Init;read;Process 42;no;no;all;ALL_bc_with_context.c:261192.37-76
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_MemWrite;read;Process 42;no;no;all;ALL_bc_with_context.c:264088.137-176
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_MemRead;read;Process 42;no;no;all;ALL_bc_with_context.c:265171.118-157
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;all;ALL_bc_with_context.c:568722.46-85
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;all;ALL_bc_with_context.c:568731.35-74
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_MemWriteMainFunction;read;Process 42;no;no;all;ALL_bc_with_context.c:568876.31-70
"XcpAppl_DmeUser___1764@""ALL_bc_with_context.c""";XcpAppl_Init;read;main-process;no;no;all;ALL_bc_with_context.c:261192.37-76
"XcpAppl_Data___1764@""ALL_bc_with_context.c""";XcpAppl_MemWrite;read;Process 42;no;no;all;ALL_bc_with_context.c:264088.50-97
"XcpAppl_Data___1764@""ALL_bc_with_context.c""";XcpAppl_GetCalPage;read;Process 42;no;no;all;ALL_bc_with_context.c:264525.15-62
"XcpAppl_Data___1764@""ALL_bc_with_context.c""";XcpAppl_MemRead;read;Process 42;no;no;all;ALL_bc_with_context.c:265171.49-96
"XcpAppl_Data___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;all;ALL_bc_with_context.c:568719.46-93
"XcpAppl_Data___1764@""ALL_bc_with_context.c""";XcpAppl_SetCalPage;write;Process 42;no;no;all;ALL_bc_with_context.c:264785.6-53
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumTrigger;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:263320.6-69
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";rba_Dme_WriteCompare;read;Process 42;no;no;all;ALL_bc_with_context.c:263893.35-47
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";rba_BswSrv_MemCopy8___2763;read;Process 42;no;no;all;ALL_bc_with_context.c:263937.38-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";rba_Dme_BgChecksumCrc32;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:516507.23-58
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:568711.6-69
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:568714.8-68
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;[8,11];ALL_bc_with_context.c:568718.53-113
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:568720.46-109
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:568743.23-86
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_Init;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:261204.2-65
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumTrigger;write;Process 42;no;no;[8,11];ALL_bc_with_context.c:263323.4-64
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumTrigger;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:263325.4-67
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";rba_Dme_BgChecksumCrc32;write;Process 42;no;no;[4,7];ALL_bc_with_context.c:516513.8-43
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";rba_Dme_BuildChecksumCrc32;write;Process 42;no;no;[4,7];ALL_bc_with_context.c:568672.4-18
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[8,11];ALL_bc_with_context.c:568725.6-66
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:568746.8-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:568762.8-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:568771.8-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:568780.8-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_BuildChecksumMainFunction;write;Process 42;no;no;[0,3];ALL_bc_with_context.c:568789.8-71
"XcpAppl_BuildChecksumData___1764@""ALL_bc_with_context.c""";XcpAppl_Init;write;main-process;no;no;[0,3];ALL_bc_with_context.c:261204.2-65
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStopDaqList___1772;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:261342.1-71
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStopDaqList___1772;read;Process 42;no;no;[23,19991];ALL_bc_with_context.c:261344.6-85
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStopDaqList___1772;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:261347.4-74
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqProcessDaqState;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:261387.10-80
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqProcessDaqState;read;Process 42;no;no;[23,19991];ALL_bc_with_context.c:261391.13-92
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CreateQue;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:262744.49-73
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqQueRamCalc;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:262778.13-34
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_InitDaqQueue;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:263021.49-73
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_InitDaqOdt___1717;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:263117.79-160
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_InitDaqOdt___1717;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:263117.171-247
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdAllocOdt;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:263163.11-96
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqCheckOdtInAllDaqList___1718;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:263222.8-80
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdAllocOdtEntry;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:263267.34-119
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdAllocOdtEntry;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:263274.79-167
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdAllocOdtEntry;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:263287.39-127
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdSetDaqListMode;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:264899.12-96
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdSetDaqListMode;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:264925.28-48
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdSetDaqPtr;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:265014.34-119
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdSetDaqPtr;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:265015.107-195
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdSetDaqPtr;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:265030.39-127
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqCalculatePriorityList;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265439.9-79
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqCalculatePriorityList;read;Process 42;no;no;[20,19988];ALL_bc_with_context.c:265453.25-108
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqCalculatePriorityList;read;Process 42;no;no;[20,19988];ALL_bc_with_context.c:265453.111-191
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqSetOdtLength___1772;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:265483.13-92
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqSetOdtLength___1772;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:265484.12-91
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqSetOdtLength___1772;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:265484.94-170
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListFinalize;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:265543.6-81
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListFinalize;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:265549.12-87
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListFinalize;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:265554.12-87
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListFinalize;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265555.13-87
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListFinalize;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:265569.82-157
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStart;read;Process 42;no;no;[18,19986];ALL_bc_with_context.c:265592.27-51
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStart;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265595.2-21
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqStartStopDaqList___1750;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265713.11-94
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqStartStopDaqList___1750;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265733.6-89
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_CmdStartStopDaqList;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:265813.36-124
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStartSelected;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265858.10-80
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStartSelected;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265861.12-82
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStartSelected;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265868.6-76
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqListStopSelected;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:265907.10-80
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqWriteDaq;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:266366.88-167
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqWriteDaq;read;Process 42;no;no;[21,19989];ALL_bc_with_context.c:266368.13-92
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqWriteDaq;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:266369.13-91
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqQueFindNextOdtToSend___1770;read;Process 42;no;no;[4,19997];ALL_bc_with_context.c:269224.10-55
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqQueFindNextOdtToSend___1770;read;Process 42;no;no;[6,19999];ALL_bc_with_context.c:269224.59-103
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqQueFindNextOdtToSend___1770;read;Process 42;no;no;[4,19997];ALL_bc_with_context.c:269242.12-56
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqQueFindNextOdtToSend___1770;read;Process 42;no;no;[6,19999];ALL_bc_with_context.c:269242.60-103
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[6,19975];ALL_bc_with_context.c:269276.6-32
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[10,19979];ALL_bc_with_context.c:269276.37-63
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[6,19975];ALL_bc_with_context.c:269284.4-30
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:269288.7-40
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:269288.46-70
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:269288.73-94
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:269291.40-64
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueReadNext;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:269296.4-37
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaqTxConf___1770;read;Process 42;no;no;[6,19999];ALL_bc_with_context.c:269316.12-49
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaqTxConf___1770;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:269318.84-130
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaqTxConf___1770;read;Process 42;no;no;[0,19971];ALL_bc_with_context.c:269320.27-51
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaqTxConf___1770;read;Process 42;no;no;[17,19985];ALL_bc_with_context.c:269322.50-72
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_PutIdField___1759;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:589168.39-114
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[6,19975];ALL_bc_with_context.c:589214.6-32
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[6,19975];ALL_bc_with_context.c:589217.4-30
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[10,19979];ALL_bc_with_context.c:589222.33-59
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:589226.7-40
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:589226.44-68
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:589229.41-65
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:589229.68-89
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_QueSetBack;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:589234.4-37
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[6,19999];ALL_bc_with_context.c:589262.12-49
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[4,19997];ALL_bc_with_context.c:589265.19-57
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:589266.12-31
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[8,19977];ALL_bc_with_context.c:589280.90-136
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[0,19971];ALL_bc_with_context.c:589282.31-55
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[17,19985];ALL_bc_with_context.c:589287.60-82
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[20,19988];ALL_bc_with_context.c:589312.12-87
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_SendDaq;read;Process 42;no;no;[20,19988];ALL_bc_with_context.c:589312.90-113
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[19,19987];ALL_bc_with_context.c:589485.5-28
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[18,19986];ALL_bc_with_context.c:589485.32-56
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[16,19984];ALL_bc_with_context.c:589491.16-37
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[12,19981];ALL_bc_with_context.c:589492.19-43
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[4,19973];ALL_bc_with_context.c:589499.19-57
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[22,19990];ALL_bc_with_context.c:589508.87-106
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[10,19979];ALL_bc_with_context.c:589512.32-69
"Xcp_PLDaqRamEd_au32___1714@""ALL_bc_with_context.c""";Xcp_DaqEvent;read;Process 42;no;no;[6,19975];ALL_bc_with_context.c:589512.74-111
