sep=;
Variable;Function;Access;Process;Data races;Shared variable;Byte offset;Location
Com_Tx_Busbar_Voltage_OUI_BMS_C702;Signals_GetIntFromAdr_s64;read;Process 42;no;no;{0};ALL_bc_with_context.c:180049.29-57
Com_Tx_Busbar_Voltage_OUI_BMS_C702;Signals_GetIntFromAdr_s64;read;Process 42;no;no;{0};ALL_bc_with_context.c:180054.29-57
Com_Tx_Busbar_Voltage_OUI_BMS_C702;ComScl_Eng_Scl_Tx_OUI_BMS_C702;read;Process 42;no;no;all;ALL_bc_with_context.c:526115.47-81
Com_Tx_Busbar_Voltage_OUI_BMS_C702;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165826.3-37
Com_Tx_Busbar_Voltage_OUI_BMS_C702;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167413.3-37
Com_Tx_BrkVacPumpStatus_VCU5;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165541.3-31
Com_Tx_BrkVacPumpStatus_VCU5;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167231.3-31
Com_Tx_BrkPressStatusVcu_VCU7;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166259.3-32
Com_Tx_BrkPressStatusVcu_VCU7;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166832.3-32
Com_Tx_BrkPressStatus_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166219.3-30
Com_Tx_BrkPressStatus_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166720.3-30
Com_Tx_BrkPressStateVcu_VCU7;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166253.3-31
Com_Tx_BrkPressStateVcu_VCU7;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166826.3-31
Com_Tx_BrkPressState_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166210.3-29
Com_Tx_BrkPressState_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166711.3-29
Com_Tx_BMS_RemainChrgTime_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527114.51-89
Com_Tx_BMS_RemainChrgTime_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165914.3-41
Com_Tx_BMS_RemainChrgTime_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167410.3-41
Com_Tx_BMS_OBC_SlpCtrl_OUI_OBC_C331;Com_Tx_BMS_OBC_SlpCtrl_OUI_OBC_C331_func;read;Process 42;no;no;all;ALL_bc_with_context.c:180390.7-42
Com_Tx_BMS_OBC_SlpCtrl_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527113.48-83
Com_Tx_BMS_OBC_SlpCtrl_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165899.3-38
Com_Tx_BMS_OBC_SlpCtrl_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167395.3-38
Com_Tx_BMS_OBC_PlugConnectLamp_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527112.56-99
Com_Tx_BMS_OBC_PlugConnectLamp_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165897.3-46
Com_Tx_BMS_OBC_PlugConnectLamp_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167393.3-46
Com_Tx_BMS_OBC_MaxChrgVolt_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527111.52-91
Com_Tx_BMS_OBC_MaxChrgVolt_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165911.3-42
Com_Tx_BMS_OBC_MaxChrgVolt_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167407.3-42
Com_Tx_BMS_OBC_MaxChrgCurr_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527110.52-91
Com_Tx_BMS_OBC_MaxChrgCurr_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165908.3-42
Com_Tx_BMS_OBC_MaxChrgCurr_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167404.3-42
Com_Tx_BMS_OBC_ChrgStsLamp_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527109.52-91
Com_Tx_BMS_OBC_ChrgStsLamp_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165895.3-42
Com_Tx_BMS_OBC_ChrgStsLamp_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167391.3-42
Com_Tx_BMS_OBC_AtvCtrl_OUI_OBC_C331;Com_Tx_BMS_OBC_AtvCtrl_OUI_OBC_C331_func;read;Process 42;no;no;all;ALL_bc_with_context.c:180378.7-42
Com_Tx_BMS_OBC_AtvCtrl_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527108.48-83
Com_Tx_BMS_OBC_AtvCtrl_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165893.3-38
Com_Tx_BMS_OBC_AtvCtrl_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167389.3-38
Com_Tx_BMS_DCChrgSts_OUI_OBC_C331;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180049.29-57
Com_Tx_BMS_DCChrgSts_OUI_OBC_C331;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180054.29-57
Com_Tx_BMS_DCChrgSts_OUI_OBC_C331;ComScl_Eng_Scl_Tx_OUI_OBC_C331;read;Process 42;no;no;all;ALL_bc_with_context.c:527107.46-79
Com_Tx_BMS_DCChrgSts_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165902.3-36
Com_Tx_BMS_DCChrgSts_OUI_OBC_C331;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167398.3-36
Com_Tx_BMS_CPSts_OUI_OBC_C334;Com_Tx_BMS_CPSts_OUI_OBC_C334_s_func;read;Process 42;no;no;all;ALL_bc_with_context.c:180366.7-36
Com_Tx_BMS_CPSts_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166356.3-32
Com_Tx_BMS_CPSts_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166815.3-32
Com_Tx_BMS_CPFreq_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180039.29-58
Com_Tx_BMS_CPFreq_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180044.29-58
Com_Tx_BMS_CPFreq_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;{0};ALL_bc_with_context.c:180049.29-57
Com_Tx_BMS_CPFreq_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;{0};ALL_bc_with_context.c:180054.29-57
Com_Tx_BMS_CPFreq_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166380.3-33
Com_Tx_BMS_CPFreq_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166824.3-33
Com_Tx_BMS_CPDuty_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180049.29-57
Com_Tx_BMS_CPDuty_OUI_OBC_C334;Signals_GetIntFromAdr_s64;read;Process 42;no;no;all;ALL_bc_with_context.c:180054.29-57
Com_Tx_BMS_CPDuty_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166377.3-33
Com_Tx_BMS_CPDuty_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166821.3-33
Com_Tx_BMS_CCSts_OUI_OBC_C334;Com_Tx_BMS_CCSts_OUI_OBC_C334_s_func;read;Process 42;no;no;all;ALL_bc_with_context.c:180354.7-36
Com_Tx_BMS_CCSts_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166354.3-32
Com_Tx_BMS_CCSts_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166813.3-32
Com_Tx_BMS_CCOhm_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166374.3-32
Com_Tx_BMS_CCOhm_OUI_OBC_C334;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166818.3-32
Com_Tx_BCmMToFailureStatus_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529467.46-79
Com_Tx_BCmMToFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165494.3-36
Com_Tx_BCmMToFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167333.3-36
Com_Tx_BCmInvalidFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165491.3-40
Com_Tx_BCmInvalidFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167330.3-40
Com_Tx_BattVolt_VCU_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529468.39-65
Com_Tx_BattVolt_VCU_VCU_SF;ComVeh_SwSTATA_Proc_In_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:161609.3-29
Com_Tx_BattVolt_VCU_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167387.3-29
Com_Tx_BatteryHighTempStatus_VCU6_RC;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165694.3-39
Com_Tx_BatteryHighTempStatus_VCU6_RC;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167055.3-39
Com_Tx_BatteryHighTemp_VCU6_RC;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165691.3-33
Com_Tx_BatteryHighTemp_VCU6_RC;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167058.3-33
Com_Tx_AvgEnergyConsmpTripBStatus_VCU9;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165630.3-41
Com_Tx_AvgEnergyConsmpTripBStatus_VCU9;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166939.3-41
Com_Tx_AvgEnergyConsmpTripB_VCU9;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165639.3-35
Com_Tx_AvgEnergyConsmpTripB_VCU9;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166948.3-35
Com_Tx_AvgEnergyConsmpTripAStatus_VCU9;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165627.3-41
Com_Tx_AvgEnergyConsmpTripAStatus_VCU9;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166936.3-41
Com_Tx_AvgEnergyConsmpTripA_VCU9;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165636.3-35
Com_Tx_AvgEnergyConsmpTripA_VCU9;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166945.3-35
Com_Tx_AvgEnergyConsmptionStatus_VCU5;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165550.3-40
Com_Tx_AvgEnergyConsmptionStatus_VCU5;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167240.3-40
Com_Tx_AvgEnergyConsmption_VCU5;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165574.3-34
Com_Tx_AvgEnergyConsmption_VCU5;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167264.3-34
Com_Tx_ACPSpeedSet_rpm_OUI_COMP_C100;ComScl_Eng_Scl_Tx_OUI_COMP_C100;read;Process 42;no;no;all;ALL_bc_with_context.c:526162.49-85
Com_Tx_ACPSpeedSet_rpm_OUI_COMP_C100;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165769.3-39
Com_Tx_ACPSpeedSet_rpm_OUI_COMP_C100;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167419.3-39
Com_Tx_ACPCommand_OUI_COMP_C100;ComScl_Eng_Scl_Tx_OUI_COMP_C100;read;Process 42;no;no;all;ALL_bc_with_context.c:526161.44-75
Com_Tx_ACPCommand_OUI_COMP_C100;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165766.3-34
Com_Tx_ACPCommand_OUI_COMP_C100;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167416.3-34
Com_Tx_AccPedRocStatus_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166216.3-31
Com_Tx_AccPedRocStatus_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166717.3-31
Com_Tx_AccPedRoc_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166271.3-25
Com_Tx_AccPedRoc_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166744.3-25
Com_Tx_AccPedPosnVcuStatus_VCU7;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166256.3-34
Com_Tx_AccPedPosnVcuStatus_VCU7;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166829.3-34
Com_Tx_AccPedPosnVcu_VCU7;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166265.3-28
Com_Tx_AccPedPosnVcu_VCU7;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166838.3-28
Com_Tx_AccPedPosnStatus_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166213.3-32
Com_Tx_AccPedPosnStatus_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166714.3-32
Com_Tx_AccPedPosn_EMS12;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166268.3-26
Com_Tx_AccPedPosn_EMS12;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166741.3-26
Com_Tx_AcComprMalFn_VCU6_RC;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165578.3-30
Com_Tx_AcComprMalFn_VCU6_RC;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166982.3-30
Com_Tx_AcCmprStatusVcu_VCU6_RC;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165576.3-33
Com_Tx_AcCmprStatusVcu_VCU6_RC;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:166980.3-33
Com_Tx_ABsMToFailureStatus_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529466.46-79
Com_Tx_ABsMToFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165488.3-36
Com_Tx_ABsMToFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167327.3-36
Com_Tx_ABsInvalidFailureStatus_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529465.50-87
Com_Tx_ABsInvalidFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:165485.3-40
Com_Tx_ABsInvalidFailureStatus_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167324.3-40
Com_Tx_ABS_MRC_Failure_Status_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529464.49-85
Com_Tx_ABS_MRC_Failure_Status_VCU_SF;ComVeh_SwSTATA_Proc_In_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:161606.3-39
Com_Tx_ABS_MRC_Failure_Status_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167384.3-39
Com_Tx_ABS_CRC_Failure_Status_VCU_SF;ComScl_Eng_Scl_Tx_VCU_SF;read;Process 42;no;no;all;ALL_bc_with_context.c:529463.49-85
Com_Tx_ABS_CRC_Failure_Status_VCU_SF;ComVeh_SwSTATA_Proc_In_100ms;write;Process 42;no;no;all;ALL_bc_with_context.c:161603.3-39
Com_Tx_ABS_CRC_Failure_Status_VCU_SF;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167381.3-39
Com_Tx__ChargeLimitCmdResponse_VcuEventMsg1_C1E3;ComScl_Eng_Scl_Tx_VcuEventMsg1;read;Process 42;no;no;all;ALL_bc_with_context.c:529885.57-105
Com_Tx__ChargeLimitCmdResponse_VcuEventMsg1_C1E3;SWAdp_COM_Proc_200ms;read;Process 42;no;no;all;ALL_bc_with_context.c:584497.29-77
Com_Tx__ChargeLimitCmdResponse_VcuEventMsg1_C1E3;ComVeh_SwSTATA_Proc_Out_10ms;write;Process 42;no;no;all;ALL_bc_with_context.c:166407.3-51
Com_Tx__ChargeLimitCmdResponse_VcuEventMsg1_C1E3;ComVeh_SwSTATA_Proc_Out_IniEnd;write;main-process;no;no;all;ALL_bc_with_context.c:167549.3-51
Com_trqLos;ComScl_Eng_Scl_Tx_Motor_11;read;Process 42;no;no;all;ALL_bc_with_context.c:524949.27-37
Com_trqLos;ComCil_Eng_Motor11;write;Process 42;no;no;all;ALL_bc_with_context.c:373414.4-14
Com_trqLos;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373755.4-14
Com_trqClthTCSDCSDes_mp;ComCil_Brk_ESP21;write;Process 42;no;no;all;ALL_bc_with_context.c:1461.4-27
Com_trqClthTCSDCSDes_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1576.4-27
Com_trqClthTCSDCSDes;ComCil_Brk_ESP21;read;Process 42;no;no;all;ALL_bc_with_context.c:1461.30-50
Com_trqClthTCSDCSDes;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:578916.20-40
Com_trqClthTCSDCSDes;ComScl_Brk_Scl_Rx_ESP_21;write;Process 42;no;no;all;ALL_bc_with_context.c:579180.12-32
Com_trqClthTCSDCSDes;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157760.4-24
Com_trqClthEngNegAvl;ComScl_Eng_Scl_Tx_Motor_12;read;Process 42;no;no;all;ALL_bc_with_context.c:525286.37-57
Com_trqClthEngNegAvl;ComCil_Eng_Motor12;write;Process 42;no;no;all;ALL_bc_with_context.c:373431.4-24
Com_trqClthEngNegAvl;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373757.4-24
Com_trqClthEngLimStat;ComScl_Eng_Scl_Tx_Motor_12;read;Process 42;no;no;all;ALL_bc_with_context.c:525285.38-59
Com_trqClthEngLimStat;ComCil_Eng_Motor12;write;Process 42;no;no;all;ALL_bc_with_context.c:373432.4-25
Com_trqClthEngLimStat;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373758.4-25
Com_trqClthEngLimDyn;ComScl_Eng_Scl_Tx_Motor_12;read;Process 42;no;no;all;ALL_bc_with_context.c:525284.37-57
Com_trqClthEngLimDyn;ComCil_Eng_Motor12;write;Process 42;no;no;all;ALL_bc_with_context.c:373433.4-24
Com_trqClthEngLimDyn;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373759.4-24
Com_trqClthEngDesFlt;ComScl_Eng_Scl_Tx_Motor_11;read;Process 42;no;no;all;ALL_bc_with_context.c:524948.37-57
Com_trqClthEngDesFlt;ComCil_Eng_Motor11;write;Process 42;no;no;all;ALL_bc_with_context.c:373413.4-24
Com_trqClthEngDesFlt;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373754.4-24
Com_trqClthEngDes;ComScl_Eng_Scl_Tx_Motor_11;read;Process 42;no;no;all;ALL_bc_with_context.c:524947.34-51
Com_trqClthEngDes;ComCil_Eng_Motor11;write;Process 42;no;no;all;ALL_bc_with_context.c:373410.4-21
Com_trqClthEngDes;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373751.4-21
Com_trqClthEngDes;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373752.4-21
Com_trqClthEng;ComScl_Eng_Scl_Tx_Motor_11;read;Process 42;no;no;all;ALL_bc_with_context.c:524946.31-45
Com_trqClthEng;ComCil_Eng_Motor11;write;Process 42;no;no;all;ALL_bc_with_context.c:373411.4-18
Com_tIntkAirT;ComScl_Eng_Scl_Tx_Motor_07;read;Process 42;no;no;all;ALL_bc_with_context.c:519775.30-43
Com_tIntkAirT;ComCil_Eng_Motor07;write;Process 42;no;no;all;ALL_bc_with_context.c:373607.4-17
Com_tIntkAirT;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373836.4-17
Com_tGlwPlgTemp_MP;GPCM_ECU_Diag2;write;Process 42;no;no;all;ALL_bc_with_context.c:382359.4-22
Com_tGlwPlgTemp_MP;GlwECU_Lin_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:382316.4-22
Com_tGlwPlgTemp;GPCM_ECU_Diag2;read;Process 42;no;no;all;ALL_bc_with_context.c:382359.25-40
Com_tGlwPlgTemp;ComScl_Glw_Scl_Rx_GPCM_ECU_Diag2;write;Process 42;no;no;all;ALL_bc_with_context.c:565405.12-27
Com_tGlwPlgTemp;ComScl_Glw_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:160496.4-19
Com_tEngTEng09;ComScl_Eng_Scl_Tx_Motor_09_STATIC;read;Process 42;no;no;all;ALL_bc_with_context.c:520279.31-45
Com_tEngTEng09;ComCil_Eng_Motor09;write;Process 42;no;no;all;ALL_bc_with_context.c:373650.4-18
Com_tEngTEng09;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373854.4-18
Com_tEngTEng07;ComScl_Eng_Scl_Tx_Motor_07;read;Process 42;no;no;all;ALL_bc_with_context.c:519774.31-45
Com_tEngTEng07;ComCil_Eng_Motor07;write;Process 42;no;no;all;ALL_bc_with_context.c:373609.4-18
Com_tEngTEng07;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373838.4-18
Com_swtSCRDsplEna;ComScl_Eng_Scl_Tx_Motor_09_STATIC;read;Process 42;no;no;all;ALL_bc_with_context.c:520278.34-51
Com_swtSCRDsplEna;ComCil_Eng_Motor09;write;Process 42;no;no;all;ALL_bc_with_context.c:373654.4-21
Com_swtSCRDsplEna;EngECU_Eng_Proc_ini;write;main-process;no;no;all;ALL_bc_with_context.c:373858.4-21
Com_stWhlSensRrRht_mp;ComCil_Brk_ESP07;write;Process 42;no;no;all;ALL_bc_with_context.c:1149.4-25
Com_stWhlSensRrRht_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1592.4-25
Com_stWhlSensRrRht;ComCil_Brk_ESP07;read;Process 42;no;no;all;ALL_bc_with_context.c:1149.28-46
Com_stWhlSensRrRht;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541720.20-38
Com_stWhlSensRrRht;ComScl_Brk_Scl_Rx_ESP_07;write;Process 42;no;no;all;ALL_bc_with_context.c:541855.12-30
Com_stWhlSensRrRht;ComScl_Brk_SigApplPort_Init_Rx;write;main-process;no;no;all;ALL_bc_with_context.c:157756.4-22
Com_stWhlSensRrLeft_mp;ComCil_Brk_ESP07;write;Process 42;no;no;all;ALL_bc_with_context.c:1148.4-26
Com_stWhlSensRrLeft_mp;BrkECU_Brk_Proc_Ini;write;main-process;no;no;all;ALL_bc_with_context.c:1591.4-26
